/* DATA DESCRIPTION:
Citation:	Rojo, Maxence; Noer, Gunnar; Claud, Chantal (2019): Polar Low tracks in the Norwegian Sea and the Barents Sea from 1999 until 2019. PANGAEA, https://doi.org/10.1594/PANGAEA.903058, 
	Supplement to: Rojo, Maxence; Claud, Chantal; Noer, Gunnar; Carleton, Andrew M (2019): In Situ Measurements of Surface Winds, Waves, and Sea State in Polar Lows Over the North Atlantic. Journal of Geophysical Research: Atmospheres, 124(2), 700-718, https://doi.org/10.1029/2017JD028079
Abstract:	List of Polar Low (PL) events over the Nordic seas and their associated tracking for the period November 1999 until March 2018 using AVHRR imagery.
Related to:	Rojo, Maxence; Claud, Chantal; Mallet, Paul-Etienne; Noer, Gunnar; Carleton, Andrew M; Vicomte, Marie (2015): Polar low tracks over the Nordic Seas: a 14-winter climatic analysis. Tellus Series A-Dynamic Meteorology and Oceanography, 67(1), 24660, https://doi.org/10.3402/tellusa.v67.24660
Coverage:	MEDIAN LATITUDE: 71.099792 * MEDIAN LONGITUDE: 17.603222 * SOUTH-BOUND LATITUDE: 51.000000 * WEST-BOUND LONGITUDE: -32.000000 * NORTH-BOUND LATITUDE: 81.000000 * EAST-BOUND LONGITUDE: 81.000000
	DATE/TIME START: 1999-12-19T04:16:00 * DATE/TIME END: 2019-05-03T05:46:00
Event(s):	NordicSeas_NAtlantic * LATITUDE: 71.600000 * LONGITUDE: 18.000000 * LOCATION: Nordic Seas * METHOD/DEVICE: Satellite remote sensing (SAT)
Parameter(s):	Identification (ID) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * COMMENT: PolarLowID
	DATE/TIME (Date/Time) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Season (Season) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Observation (Obs) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	LATITUDE (Latitude) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	LONGITUDE (Longitude) * GEOCODE * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr)
	Diameter [km] (Ø) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Approximative diameter of a circle that forms the PL cloud vortex at the time of observation
	Diameter [km] (Ø) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Optional value of approximative diameter of a circle that forms the PL cloud vortex at the time of observation
	Morphology (Morphology) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: of PL at the time of observation, S = Spiraliform, C = Comma shaped, MGR = Merry-go-round, W = Wave system, U = Undefined, T = Transition between different forms, H = Hybrid, - = Systems don't appear completely on imagery
	Stage (Stage) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: of PL development at the time of observation, F = Formation, M = Mature, D = Decay
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Specific mentions about PL
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Added from visual inspection of historical NOAA AVHRR images only, without support of observations or NWP
	Comment (Comment) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Denotes uncertainties in visual inspection, and/or notes of the MET-NO list
	Pressure, atmospheric, minimum [hPa] (PPPP min) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Minimum pressure level recorded during PL lifecycle. Empty cells indicate that MSLP is not available.
	Wind speed, gust [arbitrary units] (ff gust) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Maximum 10 minute 10m wind speed observed (in knots). Empty cells indicate that Max wind speed is omitted; #35 = 35-40
	Wind speed, gust [arbitrary units] (ff gust) * PI: Rojo, Maxence (maxence.rojo@lmd.polytechnique.fr) * METHOD/DEVICE: Advanced Very High Resolution Radiometer (AVHRR) * COMMENT: Max 3 sec. gusts during PL lifecycle; #52 = 52(60)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	34555 data points
*/
ID (PolarLowID)	Date/Time	Season	Obs	Latitude	Longitude	Ø [km] (Approximative diameter of a c...)	Ø [km] (Optional value of approximati...)	Morphology (of PL at the time of observat...)	Stage (of PL development at the time...)	Comment (Specific mentions about PL)	Comment (Added from visual inspection ...)	Comment (Denotes uncertainties in visu...)	PPPP min [hPa] (Minimum pressure level record...)	ff gust [arbitrary units] (Maximum 10 minute 10m wind sp...)	ff gust [arbitrary units] (Max 3 sec. gusts during PL li...)
22.c	2002-01-23T10:33	2001/2002	1	78.0	3.5	200		MGR	M	Multiple_Marginal	-				
22.c	2002-01-23T12:13	2001/2002	2	77.7	2.0	200		MGR	M	Multiple_Marginal	-				
22.c	2002-01-23T16:54	2001/2002	3	76.0	-2.0	220		C	M	Multiple_Marginal	-				
22.d	2002-01-23T00:36	2001/2002	1	66.8	6.0			-	F	Multiple	-				
22.d	2002-01-23T05:25	2001/2002	2	66.5	7.5	230		U	F	Multiple	-				
22.d	2002-01-23T10:33	2001/2002	3	66.0	7.5	250		MGR	M	Multiple	-				
22.d	2002-01-23T12:13	2001/2002	4	65.5	8.5	260		MGR	M	Multiple	-				
22.e	2002-01-23T10:33	2001/2002	1	71.0	12.5	250		MGR	F	Multiple_Marginal	-				
22.e	2002-01-23T12:13	2001/2002	2	71.0	12.0	250		MGR	M	Multiple_Marginal	-				
22.f	2002-01-24T02:07	2001/2002	1	73.7	11.0	260		C	M	Multiple	-				
22.f	2002-01-24T06:41	2001/2002	2	73.5	6.5	330		C	M	Multiple	-				
22.f	2002-01-24T12:02	2001/2002	3	72.0	1.0	350		C	M	Multiple	-				
22.f	2002-01-24T16:30	2001/2002	4	70.0	-0.3	430		C	M	Two_PLs_after_MGR	-				
22.f	2002-01-25T01:56	2001/2002	5	67.0	2.0	340		S	M	Two_PLs_after_MGR	-				
22.f	2002-01-25T03:37	2001/2002	6	66.5	2.5	370		S	M	Two_PLs_after_MGR	-				
22.f	2002-01-25T05:17	2001/2002	7	65.0	5.0	370		S	M	Two_PLs_after_MGR	-				
22.f	2002-01-25T06:18	2001/2002	8	65.0	6.0	400		S	M	Two_PLs_after_MGR	-				
22.f	2002-01-25T11:51	2001/2002	9	64.4	10.0			S	D	Two_PLs_after_MGR	-				
22.g	2002-01-24T02:07	2001/2002	1	69.4	11.5	250		U	F	Two_PLs_after_MGR	-				
22.g	2002-01-24T06:41	2001/2002	2	69.7	12.0	270		U	M	Two_PLs_after_MGR	-				
22.g	2002-01-24T12:02	2001/2002	3	70.0	12.5	280		C	M	Two_PLs_after_MGR	-				
22.g	2002-01-24T16:30	2001/2002	4	70.9	11.0	400		C	M	Two_PLs_after_MGR	-				
23	2002-01-25T01:56	2001/2002	1	71.5	9.0	390		S - MGR	M	Most_beautiful	-				
23	2002-01-25T03:37	2001/2002	2	71.4	9.5	430		S - MGR	M	Most_beautiful	-				
23	2002-01-25T05:17	2001/2002	3	71.0	10.0	460		S - MGR	M	Most_beautiful	-				
23	2002-01-25T06:18	2001/2002	4	71.0	10.5	470		S - MGR	M	Most_beautiful	-				
23	2002-01-25T11:51	2001/2002	5	71.0	11.5	270		S - MGR	M	Most_beautiful	-				
23	2002-01-25T13:32	2001/2002	6	71.0	12.0	240		S - MGR	M	Most_beautiful	-				
23	2002-01-25T16:06	2001/2002	7	71.2	13.0	300		S	M	Most_beautiful	-				
23	2002-01-26T01:45	2001/2002	8	72.0	15.0	390		S	M	Most_beautiful	-				
23	2002-01-26T03:27	2001/2002	9	72.2	16.0	410		S	M	Most_beautiful	-				
23	2002-01-26T05:54	2001/2002	10	72.0	15.0	390		S	M	Most_beautiful	-				
23	2002-01-26T11:41	2001/2002	11	72.7	15.0	400		S	M	Most_beautiful	-				
23	2002-01-26T13:21	2001/2002	12	73.0	15.0	410		S	M	Most_beautiful	-				
23	2002-01-26T15:43	2001/2002	13	73.5	14.0	350		S	M	Most_beautiful	-				
23	2002-01-27T01:35	2001/2002	14	76.0	3.5			S	M	Most_beautiful	-				
23	2002-01-27T03:16	2001/2002	15	76.5	0.5	290		S	M	Most_beautiful	-				
23	2002-01-27T04:56	2001/2002	16	76.7	-0.5	230		S	M	Most_beautiful	-				
23.b	2002-01-25T01:56	2001/2002	1	67.5	11.0	150		-	F	Not_multiple_in_METNO_List_Uncertainties	-	X			
23.b	2002-01-25T03:37	2001/2002	2	67.4	10.5	150		-	F	Not_multiple_in_METNO_List_Uncertainties	-	X			
23.b	2002-01-25T05:17	2001/2002	3	67.4	10.0	200		C	F	Not_multiple_in_METNO_List_Uncertainties	-	X			
23.b	2002-01-25T06:18	2001/2002	4	67.6	9.0	220		C	M	Not_multiple_in_METNO_List_Uncertainties	-	X			
23.b	2002-01-25T11:51	2001/2002	5	66.3	7.5	220		C	M	Not_multiple_in_METNO_List_Uncertainties	-	X			
23.b	2002-01-25T13:32	2001/2002	6	66.0	7.5	250		C	D	Not_multiple_in_METNO_List_Uncertainties	-	X			
23.b	2002-01-25T16:06	2001/2002	7	64.7	7.5	220		C	D	Not_multiple_in_METNO_List_Uncertainties	-	X			
24	2002-02-19T02:28	2001/2002	1	73.5	35.5			C	F	Most_beautiful	-		968	55	
24	2002-02-19T04:09	2001/2002	2	74.0	36.0	320		C	M	Most_beautiful	-		968	55	
24	2002-02-19T06:24	2001/2002	3	74.5	35.5			C	M	Most_beautiful	-		968	55	
24	2002-02-19T10:43	2001/2002	4	74.0	34.0	340		C	M	Most_beautiful	-		968	55	
24	2002-02-19T12:23	2001/2002	5	74.0	34.0	390		T	M	Most_beautiful	-		968	55	
24	2002-02-19T13:29	2001/2002	6	73.5	35.0	370		S	M	Most_beautiful	-		968	55	
24	2002-02-19T22:44	2001/2002	7	73.5	38.0	400		S	M	Most_beautiful	-		968	55	
24	2002-02-20T00:35	2001/2002	8	73.5	40.0	420		S	M	Most_beautiful	-		968	55	
24	2002-02-20T02:18	2001/2002	9	73.5	41.5			S	D	Most_beautiful	-		968	55	
25	2002-02-21T03:47	2001/2002	1	73.5	38.0			S	F	Dual	X				
25	2002-02-21T05:37	2001/2002	2	74.5	38.0			S	F	Dual	X				
25	2002-02-21T12:01	2001/2002	3					-	M	Dual	X				
25	2002-02-22T00:06	2001/2002	4	73.8	32.5	250		W	M	Dual	X				
25	2002-02-22T01:56	2001/2002	5	75.0	33.0	190		W	M	Dual	X				
25	2002-02-22T03:37	2001/2002	6	75.0	34.0	260		W	M	Dual	X				
25	2002-02-22T05:16	2001/2002	7	76.0	33.0			W	M	Dual	X				
25	2002-02-22T11:51	2001/2002	8	77.3	34.5	170		S	D	Dual	X				
25.b	2002-02-21T03:47	2001/2002	1	75.0	31.5			S	F	Dual	X				
25.b	2002-02-21T05:37	2001/2002	2	75.5	32.5			S	F	Dual	X				
25.b	2002-02-21T12:01	2001/2002	3					-	M	Dual	X				
25.b	2002-02-22T00:06	2001/2002	4	75.5	31.0	160		W	M	Dual	X				
25.b	2002-02-22T01:56	2001/2002	5	76.3	30.5	190		W	M	Dual	X				
25.b	2002-02-22T03:37	2001/2002	6	76.5	29.0	220		W	M	Dual	X				
25.b	2002-02-22T05:16	2001/2002	7	77.2	24.0	280		W	M	Dual	X				
26	2002-02-23T06:29	2001/2002	1	71.0	7.0			C	F	-	-		958	45	
26	2002-02-23T11:40	2001/2002	2	67.8	6.8	290		C	M	-	-		958	45	
26	2002-02-23T13:20	2001/2002	3	67.5	7.5	320		C	M	-	-		958	45	
26	2002-02-23T16:18	2001/2002	4	67.5	8.5	380		C - H	M	-	-		958	45	
26	2002-02-24T01:34	2001/2002	5	65.7	13.0			-	D	-	-		958	45	
27	2002-03-01T10:36	2001/2002	1	69.0	8.0	320		C	M	The_polar_storm	X			50	
27	2002-03-01T12:15	2001/2002	2	69.0	10.0	410		C	M	The_polar_storm	X			50	
27	2002-03-01T13:56	2001/2002	3	69.2	11.5			C	M	The_polar_storm	X			50	
27	2002-03-02T00:27	2001/2002	4	69.5	14.5			C	M	The_polar_storm	X			50	
28	2002-03-09T10:49	2001/2002	1	70.0	-4.5	460		C	M	-	X				
28	2002-03-09T12:29	2001/2002	2	69.5	-4.5	480		C	M	-	X				
28	2002-03-09T14:10	2001/2002	3	69.0	-5.0	490		C	M	-	X				
28	2002-03-10T02:24	2001/2002	4	66.5	-2.5	520		H - S	M	-	X				
28	2002-03-10T04:04	2001/2002	5	66.3	-2.5	460		H - S	M	-	X				
28	2002-03-10T05:32	2001/2002	6	66.0	-2.5	470		H - S	M	-	X				
28	2002-03-10T10:38	2001/2002	7	65.0	-3.0	320		S	D	-	X				
29	2002-05-20T04:34	2001/2002	1	74.0	13.0	320		U - C	F	Dual_systems_Marginal	-		1010	35	
29	2002-05-20T06:59	2001/2002	2	74.0	14.0	460		C	M	Dual_systems_Marginal	-		1010	35	
29	2002-05-20T11:08	2001/2002	3	73.6	15.0	490		C	M	Dual_systems_Marginal	-		1010	35	
29	2002-05-20T12:48	2001/2002	4	73.2	15.5	530		C	M	Dual_systems_Marginal	-		1010	35	
29	2002-05-20T16:52	2001/2002	5	72.5	16.5			C	M	Dual_systems_Marginal	-		1010	35	
29.b	2002-05-20T04:34	2001/2002	1	77.0	7.5	250		C	M	Dual_systems_Marginal	-				
29.b	2002-05-20T06:59	2001/2002	2	77.0	6.5	230		C	M	Dual_systems_Marginal	-				
29.b	2002-05-20T11:08	2001/2002	3	76.5	6.0	240		H - S	M	Dual_systems_Marginal	-				
29.b	2002-05-20T12:48	2001/2002	4	76.2	5.5	250		H - S	M	Dual_systems_Marginal	-				
29.b	2002-05-20T14:29	2001/2002	5	76.0	6.0			C	M	Dual_systems_Marginal	-				
29.b	2002-05-20T16:52	2001/2002	6	75.5	5.0	300		C	M	Dual_systems_Marginal	-				
30	2002-12-20T09:54	2002/2003	1	69.0	11.0	220		C	M	-	-		999	30	
30	2002-12-20T11:35	2002/2003	2	68.5	11.0	240		T - S	M	-	-		999	30	
30	2002-12-20T11:58	2002/2003	3	68.2	11.0	250		S	M	-	-		999	30	
30	2002-12-20T13:14	2002/2003	4	68.0	12.5	300		C - H	M	-	-		999	30	
30	2002-12-20T13:39	2002/2003	5	68.0	12.5	300		C - H	M	-	-		999	30	
30	2002-12-20T19:45	2002/2003	6	66.0	12.5			-	M	-	-		999	30	
31	2003-01-16T06:25	2002/2003	1	74.0	0.0			S	M	-	-				
31	2003-01-16T09:48	2002/2003	2	73.5	0.0			C	M	-	-				
31	2003-01-16T11:59	2002/2003	3	73.0	0.0			C	M	-	-				
31	2003-01-16T13:07	2002/2003	4	72.5	0.0			C	M	-	-				
31	2003-01-16T13:39	2002/2003	5	72.2	0.5			C	M	-	-				
31	2003-01-16T19:38	2002/2003	6	71.3	3.5			C	M	-	-				
31	2003-01-16T21:18	2002/2003	7	70.7	4.0			S	M	-	-				
31	2003-01-17T01:53	2002/2003	8	69.9	5.0			S	M	-	-				
31	2003-01-17T03:34	2002/2003	9	69.5	5.0			S	M	-	-				
31	2003-01-17T05:14	2002/2003	10	69.2	5.0			S	D	-	-				
32	2003-01-17T01:53	2002/2003	1	73.0	26.0	250		C	M	Slow_moving	-		985	35	
32	2003-01-17T03:34	2002/2003	2	72.8	27.0	280		C	M	Slow_moving	-		985	35	
32	2003-01-17T05:15	2002/2003	3	72.5	27.0			C	M	Slow_moving	-		985	35	
32	2003-01-17T09:25	2002/2003	4	72.0	27.5	340		C	M	Slow_moving	-		985	35	
32	2003-01-17T11:48	2002/2003	5	71.8	29.0	440		C	M	Slow_moving	-		985	35	
32	2003-01-17T19:16	2002/2003	6	71.5	29.0			-	D	Slow_moving	-		985	35	
33	2003-01-22T22:23	2002/2003	1	72.5	3.0			MGR	M	Multiple_Impossible_to_measure	X	X	995	53	
33	2003-01-23T00:45	2002/2003	2	72.5	3.0			MGR	M	Multiple_Impossible_to_measure	X	X	995	53	
33	2003-01-23T02:27	2002/2003	3	72.0	2.0			MGR	M	Multiple_Impossible_to_measure	X	X	995	53	
33	2003-01-23T04:07	2002/2003	4	71.5	3.0			MGR	M	Multiple_Impossible_to_measure	X	X	995	53	
33	2003-01-23T10:42	2002/2003	5	71.0	5.0			MGR	M	Multiple_Impossible_to_measure	X	X	995	53	
33	2003-01-23T12:21	2002/2003	6	70.5	7.5			MGR	M	Multiple_Impossible_to_measure	X	X	995	53	
33	2003-01-23T14:02	2002/2003	7	70.0	13.0			MGR	M	Multiple_Impossible_to_measure	X	X	995	53	
33	2003-01-24T02:16	2002/2003	8	72.5	21.0			MGR	M	Multiple_Impossible_to_measure	X	X	995	53	
33	2003-01-24T03:56	2002/2003	9	72.5	23.5			MGR	M	Multiple_Impossible_to_measure	X	X	995	53	
34	2003-01-29T01:19	2002/2003	1	74.8	0.5	250		C	F	Reversed_Shear	-		997	50	
34	2003-01-29T03:01	2002/2003	2	74.5	1.0	240		C	F	Reversed_Shear	-		997	50	
34	2003-01-29T04:41	2002/2003	3	74.0	1.0	260		C	F	Reversed_Shear	-		997	50	
34	2003-01-29T09:56	2002/2003	4	72.5	0.5	360		C	M	Reversed_Shear	-		997	50	
34	2003-01-29T11:36	2002/2003	5	72.0	1.0	360		C	M	Reversed_Shear	-		997	50	
34	2003-01-29T12:55	2002/2003	6	71.8	1.0	340		C	M	Reversed_Shear	-		997	50	
34	2003-01-29T14:36	2002/2003	7	71.0	1.0			C	M	Reversed_Shear	-		997	50	
34	2003-01-29T19:46	2002/2003	8	69.0	1.0	320		C	M	Reversed_Shear	-		997	50	
34	2003-01-29T21:25	2002/2003	9	68.2	3.5	480		C	M	Reversed_Shear	-		997	50	
34	2003-01-30T01:08	2002/2003	10	67.0	3.5			S - H	M	Reversed_Shear	-		997	50	
34	2003-01-30T02:49	2002/2003	11	66.2	3.5	610		S	M	Reversed_Shear	-		997	50	
34	2003-01-30T04:30	2002/2003	12	65.5	4.0	650		S	M	Reversed_Shear	-		997	50	
34	2003-01-30T09:33	2002/2003	13	64.0	4.5	690		S	M	Reversed_Shear	-		997	50	
34	2003-01-30T11:04	2002/2003	14	63.5	4.0	680		S	M	Reversed_Shear	-		997	50	
34	2003-01-30T12:43	2002/2003	15	63.0	4.5	690		S	D	Reversed_Shear	-		997	50	
35	2003-03-10T19:46	2002/2003	1	72.5	16.5	190		S	M	Dual	-		979	45	
35	2003-03-10T21:26	2002/2003	2	72.3	16.5	230		H	M	Dual	-		979	45	
35	2003-03-11T00:15	2002/2003	3	72.0	16.5	260		S	M	Dual	-		979	45	
35	2003-03-11T02:04	2002/2003	4	72.0	17.0	280		S	M	Dual	-		979	45	
35	2003-03-11T03:45	2002/2003	5	71.7	19.0	290		S	M	Dual	-		979	45	
35	2003-03-11T05:25	2002/2003	6	71.4	20.0	270		S	M	Dual	-		979	45	
35	2003-03-11T09:33	2002/2003	7	70.8	22.0			S	D	Dual	-		979	45	
35.b	2003-03-11T05:25	2002/2003	1	72.2	27.0	320		C	M	Dual	-				
35.b	2003-03-11T09:33	2002/2003	2	71.8	28.0	310		C	M	Dual	-				
35.b	2003-03-11T11:14	2002/2003	3	71.3	30.0	300		C - W	M	Dual	-				
35.b	2003-03-11T12:53	2002/2003	4	71.3	31.0	270		C - W	D	Dual	-				
35.c	2003-03-11T11:14	2002/2003	1	72.4	35.0	300		C - W	M	Not_multiple_in_METNO_List_Uncertainties	-	X			
35.c	2003-03-11T12:53	2002/2003	2	72.3	36.0	300		C - W	M	Not_multiple_in_METNO_List_Uncertainties	-	X			
35.c	2003-03-11T19:24	2002/2003	3	73.0	43.0	410		C	M	Not_multiple_in_METNO_List_Uncertainties	-	X			
36	2003-03-22T23:37	2002/2003	1	66.5	-13.0			C	F	Comma_in_SW	-			45	
36	2003-03-23T03:11	2002/2003	2	68.0	-13.0	460		C	M	Comma_in_SW	-			45	
36	2003-03-23T04:51	2002/2003	3	68.8	-9.5	480		C	M	Comma_in_SW	-			45	
36	2003-03-23T10:03	2002/2003	4	70.8	-7.5	490		C	M	Comma_in_SW	-			45	
36	2003-03-23T11:25	2002/2003	5	71.3	-6.5	440		C	M	Comma_in_SW	-			45	
36	2003-03-23T13:05	2002/2003	6	71.5	-5.0	430		C	M	Comma_in_SW	-			45	
36	2003-03-23T14:44	2002/2003	7	71.8	-3.5			C	M	Comma_in_SW	-			45	
36	2003-03-23T19:54	2002/2003	8	72.0	3.0	420		C	M	Comma_in_SW	-			45	
36	2003-03-23T21:33	2002/2003	9	72.5	4.0	440		C	M	Comma_in_SW	-			45	
36	2003-03-24T01:18	2002/2003	10	72.5	10.0	460		C	M	Comma_in_SW	-			45	
36	2003-03-24T03:00	2002/2003	11	72.8	13.5	490		C	M	Comma_in_SW	-			45	
36	2003-03-24T04:40	2002/2003	12	72.3	15.5	490		C	M	Comma_in_SW	-			45	
36	2003-03-24T07:46	2002/2003	13	71.8	20.5			C	D	Comma_in_SW	-			45	
36	2003-03-24T09:41	2002/2003	14	71.7	21.0			C	D	Comma_in_SW	-			45	
37	2003-10-24T01:24	2003/2004	1	73.0	20.0	290		C	M	Reversed_Shear	-		990	45	
37	2003-10-24T03:05	2003/2004	2	72.5	20.0	310		C - U	M	Reversed_Shear	-		990	45	
37	2003-10-24T04:46	2003/2004	3	72.0	19.5	290		U	M	Reversed_Shear	-		990	45	
37	2003-10-24T09:10	2003/2004	4	70.2	17.5	210		C	M	Reversed_Shear	-		990	45	
37	2003-10-24T10:52	2003/2004	5	69.4	17.5			-	D	Reversed_Shear	-		990	45	
38	2003-12-05T10:00	2003/2004	1	72.7	13.0	140		S	M	Reversed_Shear	-		990	40	
38	2003-12-05T11:47	2003/2004	2	72.5	13.5	150		S	M	Reversed_Shear	-		990	40	
38	2003-12-05T13:27	2003/2004	3	71.5	14.5	230		S	M	Reversed_Shear	-		990	40	
38	2003-12-05T19:51	2003/2004	4	68.5	15.0			-	M	Reversed_Shear	-		990	40	
39	2003-12-08T08:51	2003/2004	1	72.0	29.0	190		C	M	Reversed_Shear_Secondary	-		985	44	
39	2003-12-08T10:33	2003/2004	2	71.7	30.0			C	M	Reversed_Shear_Secondary	-		985	44	
39	2003-12-08T12:13	2003/2004	3	71.2	30.2	300		C	M	Reversed_Shear_Secondary	-		985	44	
39	2003-12-08T13:52	2003/2004	4	71.0	31.0			C	M	Reversed_Shear_Secondary	-		985	44	
39	2003-12-08T18:33	2003/2004	5	71.0	35.5			-	M	Reversed_Shear_Secondary	-		985	44	
40	2003-12-17T10:29	2003/2004	1	72.3	37.0	170		C	M	-	-		988	45	
40	2003-12-17T12:09	2003/2004	2	72.7	40.0	220		C	M	-	-		988	45	
40	2003-12-17T14:07	2003/2004	3	72.5	41.5	270		C	M	-	-		988	45	
40	2003-12-17T18:29	2003/2004	4	72.8	46.5			C	M	-	-		988	45	
41	2003-12-26T20:15	2003/2004	1	73.8	26.5			U	M	-	-			38	
41	2003-12-27T01:03	2003/2004	2	73.8	24.0	410		C	M	-	-			38	
41	2003-12-27T02:45	2003/2004	3	74.0	22.5	450		C	M	-	-			38	
41	2003-12-27T04:25	2003/2004	4	74.0	21.0	530		C	M	-	-			38	
41	2003-12-27T08:14	2003/2004	5	73.5	18.5			C - T	M	-	-			38	
41	2003-12-27T10:02	2003/2004	6	73.5	17.5	430		T - S	M	-	-			38	
41	2003-12-27T11:42	2003/2004	7	73.3	16.5	480		S	M	-	-			38	
41	2003-12-27T13:22	2003/2004	8	73.0	16.0	490		C	M	-	-			38	
41	2003-12-27T15:04	2003/2004	9	72.5	15.5			S	M	-	-			38	
41	2003-12-27T19:12	2003/2004	10	72.5	12.5			S	D	-	-			38	
41	2003-12-27T21:32	2003/2004	11	72.5	12.5	520		S	D	-	-			38	
42	2003-12-29T02:22	2003/2004	1	70.0	12.7	520		C	M	-	X			54	
42	2003-12-29T04:03	2003/2004	2	69.8	12.7	530		C	M	-	X			54	
42	2003-12-29T05:42	2003/2004	3	69.5	12.5	500		C	M	-	X			54	
42	2003-12-29T09:16	2003/2004	4	68.9	12.0			C	M	-	X			54	
42	2003-12-29T10:57	2003/2004	5	68.7	13.0	510		C	M	-	X			54	
42	2003-12-29T12:16	2003/2004	6	68.7	13.0	540		C	M	-	X			54	
42	2003-12-29T13:57	2003/2004	7	68.7	13.0	530		C	M	-	X			54	
42	2003-12-29T19:08	2003/2004	8	67.5	14.5	500		C	M	-	X			54	
42	2003-12-29T20:47	2003/2004	9	67.0	14.5			C	M	-	X			54	
42	2003-12-30T02:10	2003/2004	10	66.8	17.0			C	D	Over_the_land	X			54	
42	2003-12-30T03:51	2003/2004	11	66.5	20.0			C	D	Over_the_land	X			54	
43	2004-01-27T09:59	2003/2004	1	71.0	10.5	290		MGR	M	Multiple_widespread_convective	-		988	45	
43	2004-01-27T11:40	2003/2004	2	71.0	10.0	310		MGR	M	Multiple_widespread_convective	-		988	45	
43	2004-01-27T13:29	2003/2004	3	70.5	9.5	270		MGR	M	Multiple_widespread_convective	-		988	45	
43	2004-01-27T15:52	2003/2004	4	70.2	8.0	220		MGR	M	Multiple_widespread_convective	-		988	45	
43	2004-01-27T19:50	2003/2004	5	68.0	4.0	240		MGR	M	Multiple_widespread_convective	-		988	45	
43.b	2004-01-27T09:59	2003/2004	1	72.0	12.5			MGR	M	Multiple_widespread_convective	-				
43.b	2004-01-27T11:40	2003/2004	2	71.5	11.0			MGR	M	Multiple_widespread_convective	-				
43.b	2004-01-27T13:29	2003/2004	3	71.2	9.0			MGR	M	Multiple_widespread_convective	-				
43.b	2004-01-27T15:52	2003/2004	4	70.5	6.0			MGR	M	Multiple_widespread_convective	-				
43.c	2004-01-27T15:52	2003/2004	1	72.5	13.0			MGR	M	Multiple_widespread_convective	-				
43.c	2004-01-27T19:50	2003/2004	2	71.8	10.0			MGR	M	Multiple_widespread_convective	-				
43.c	2004-01-27T21:29	2003/2004	3	71.4	8.0			MGR	M	Multiple_widespread_convective	-				
43.c	2004-01-28T01:42	2003/2004	4	70.0	2.5			MGR	M	Multiple_widespread_convective	-				
43.c	2004-01-28T03:24	2003/2004	5	69.0	2.5			MGR	M	Multiple_widespread_convective	-				
43.c	2004-01-28T05:04	2003/2004	6	68.0	3.0			MGR	M	Multiple_widespread_convective	-				
43.c	2004-01-28T11:17	2003/2004	7	64.0	1.5			MGR	M	Multiple_widespread_convective	-				
43.c	2004-01-28T12:56	2003/2004	8	63.0	1.5			MGR	M	Multiple_widespread_convective	-				
43.c	2004-01-28T19:27	2003/2004	9	59.0	1.5			MGR	M	Multiple_widespread_convective	-				
43.c	2004-01-28T21:06	2003/2004	10	58.0	2.0			MGR	M	Multiple_widespread_convective	-				
43.c	2004-01-29T01:31	2003/2004	11	55.0	5.0			MGR	M	Multiple_widespread_convective	-				
43.c	2004-01-29T03:12	2003/2004	12	54.5	6.0			MGR	M	Multiple_widespread_convective	-				
44	2004-01-29T22:24	2003/2004	1	69.0	2.5			U	M	Short_lived	X				
44	2004-01-30T01:19	2003/2004	2	69.0	1.5			-	M	Short_lived	X				
44	2004-01-30T03:01	2003/2004	3	69.7	-1.0	400		S	M	Short_lived	X				
